type,latitude,longitude,course,distance (km),distance_interval (m),name,desc
T,36.902443000,-88.322487000,316.5,217.429,14.09,,
T,36.902778000,-88.322864000,318.0,217.479,50.11,,
T,36.902949000,-88.323047000,319.4,217.504,25.02,,
T,36.903120000,-88.323225000,320.2,217.529,24.73,,
T,36.903183000,-88.323289000,320.9,217.538,9.02,,
T,36.903290000,-88.323397000,321.1,217.553,15.29,,
T,36.903461000,-88.323566000,321.7,217.578,24.23,,
T,36.903630000,-88.323729000,322.4,217.601,23.72,,
T,36.903703000,-88.323796000,323.7,217.611,10.06,,
T,36.903797000,-88.323883000,323.5,217.624,13.00,,
T,36.903966000,-88.324033000,324.6,217.647,23.03,,
T,36.904142000,-88.324186000,325.2,217.671,23.82,,
T,36.904325000,-88.324340000,326.1,217.696,24.51,,
T,36.904512000,-88.324494000,326.6,217.721,24.88,,
T,36.904702000,-88.324645000,327.6,217.746,25.01,,
T,36.904895000,-88.324794000,328.3,217.771,25.20,,
T,36.905093000,-88.324942000,329.1,217.797,25.63,,
T,36.905292000,-88.325086000,329.9,217.822,25.54,,
T,36.905493000,-88.325227000,330.7,217.848,25.60,,
T,36.905697000,-88.325364000,331.8,217.873,25.72,,
T,36.905904000,-88.325499000,332.5,217.899,25.93,,
T,36.906113000,-88.325630000,333.4,217.925,25.97,,
T,36.906324000,-88.325757000,334.3,217.951,26.01,,
T,36.906536000,-88.325880000,335.1,217.977,25.96,,
T,36.906751000,-88.326003000,335.4,218.004,26.26,,
T,36.906963000,-88.326122000,335.8,218.029,25.81,,
T,36.907392000,-88.326370000,335.2,218.082,52.49,,
T,36.907606000,-88.326495000,335.0,218.108,26.23,,
T,36.907819000,-88.326618000,335.2,218.134,26.06,,
T,36.909049000,-88.327337000,334.9,218.285,150.79,,
T,36.909082000,-88.327357000,334.1,218.289,4.07,,
T,36.909433000,-88.327558000,335.4,218.332,42.87,,
T,36.909969000,-88.327871000,335.0,218.398,65.70,,
T,36.910139000,-88.327969000,335.3,218.418,20.79,,
T,36.910308000,-88.328064000,335.8,218.439,20.58,,
T,36.910641000,-88.328258000,335.0,218.480,40.80,,
T,36.910971000,-88.328446000,335.5,218.520,40.27,,
T,36.911137000,-88.328542000,335.2,218.540,20.31,,
T,36.911303000,-88.328640000,334.7,218.561,20.39,,
T,36.911467000,-88.328735000,335.1,218.581,20.07,,
T,36.911630000,-88.328828000,335.5,218.601,19.90,,
T,36.911947000,-88.329012000,335.1,218.639,38.81,,
T,36.912107000,-88.329107000,334.6,218.659,19.67,,
T,36.912266000,-88.329203000,334.2,218.679,19.61,,
T,36.912423000,-88.329301000,333.5,218.698,19.49,,
T,36.912575000,-88.329400000,332.5,218.717,19.04,,
T,36.912723000,-88.329500000,331.6,218.736,18.69,,
T,36.912868000,-88.329603000,330.4,218.754,18.53,,
T,36.913010000,-88.329707000,329.6,218.773,18.28,,
T,36.913149000,-88.329811000,329.1,218.791,18.00,,
T,36.913286000,-88.329918000,328.0,218.809,17.95,,
T,36.913363000,-88.329982000,326.4,218.819,10.27,,
T,36.913674000,-88.330241000,326.3,218.860,41.52,,
T,36.914137000,-88.330640000,325.4,218.923,62.48,,
T,36.914639000,-88.331086000,324.6,218.991,68.43,,
T,36.914768000,-88.331205000,323.6,219.009,17.82,,
T,36.914907000,-88.331338000,322.6,219.029,19.45,,
T,36.915032000,-88.331459000,322.3,219.046,17.57,,
T,36.915162000,-88.331590000,321.1,219.065,18.56,,
T,36.915289000,-88.331723000,320.1,219.083,18.41,,
T,36.915417000,-88.331859000,319.7,219.102,18.67,,
T,36.915544000,-88.332001000,318.2,219.121,18.94,,
T,36.915671000,-88.332147000,317.4,219.140,19.18,,
T,36.915797000,-88.332299000,316.0,219.159,19.47,,
T,36.915923000,-88.332453000,315.7,219.179,19.59,,
T,36.916048000,-88.332612000,314.5,219.199,19.83,,
T,36.916172000,-88.332776000,313.4,219.219,20.07,,
T,36.916294000,-88.332941000,312.8,219.239,19.99,,
T,36.916411000,-88.333106000,311.6,219.259,19.62,,
T,36.916524000,-88.333273000,310.2,219.278,19.46,,
T,36.916636000,-88.333443000,309.5,219.298,19.60,,
T,36.916747000,-88.333619000,308.3,219.318,19.94,,
T,36.916858000,-88.333797000,308.0,219.338,20.08,,
T,36.916966000,-88.333978000,306.7,219.358,20.09,,
T,36.917071000,-88.334163000,305.4,219.378,20.19,,
T,36.917173000,-88.334347000,304.7,219.398,19.92,,
T,36.917368000,-88.334718000,303.3,219.437,39.51,,
T,36.917463000,-88.334904000,302.6,219.457,19.64,,
T,36.918024000,-88.335988000,302.9,219.572,114.92,,
T,36.918207000,-88.336337000,303.3,219.609,37.14,,
T,36.918299000,-88.336508000,303.9,219.627,18.34,,
T,36.918394000,-88.336674000,305.6,219.646,18.16,,
T,36.918491000,-88.336838000,306.5,219.664,18.15,,
T,36.918591000,-88.336994000,308.7,219.682,17.79,,
T,36.918693000,-88.337147000,309.8,219.699,17.72,,
T,36.918797000,-88.337294000,311.5,219.717,17.46,,
T,36.918903000,-88.337434000,313.4,219.734,17.15,,
T,36.919011000,-88.337569000,315.0,219.751,16.98,,
T,36.919122000,-88.337698000,317.1,219.768,16.85,,
T,36.919236000,-88.337823000,318.8,219.785,16.86,,
T,36.919352000,-88.337940000,321.1,219.801,16.57,,
T,36.919466000,-88.338050000,322.4,219.817,16.00,,
T,36.919582000,-88.338151000,325.2,219.833,15.71,,
T,36.919818000,-88.338270000,338.0,219.861,28.26,,
T,36.920352000,-88.338670000,329.1,219.930,69.15,,
T,36.922368000,-88.340136000,329.8,220.189,259.07,,
T,36.923036000,-88.340663000,327.8,220.277,87.75,,
T,36.923442000,-88.341035000,323.8,220.333,55.93,,
T,36.923738000,-88.341339000,320.6,220.376,42.58,,
T,36.924263000,-88.341945000,317.3,220.455,79.44,,
T,36.924569000,-88.342298000,317.3,220.501,46.29,,
T,36.925209000,-88.343054000,316.6,220.599,97.89,,
T,36.925736000,-88.343662000,317.3,220.679,79.72,,
T,36.925899000,-88.343861000,315.7,220.704,25.33,,
T,36.926189000,-88.344185000,318.2,220.747,43.23,,
T,36.926517000,-88.344562000,317.4,220.797,49.53,,
T,36.926844000,-88.344940000,317.3,220.846,49.51,,
T,36.927179000,-88.345327000,317.3,220.897,50.71,,
T,36.927550000,-88.345763000,316.8,220.954,56.61,,
T,36.927926000,-88.346185000,318.1,221.010,56.17,,
T,36.928262000,-88.346571000,317.4,221.061,50.73,,
T,36.928642000,-88.347039000,315.4,221.120,59.30,,
T,36.929153000,-88.347723000,313.1,221.203,83.24,,
T,36.929408000,-88.348086000,311.3,221.246,42.97,,
T,36.929519000,-88.348257000,309.1,221.266,19.59,,
T,36.929804000,-88.348742000,306.3,221.319,53.55,,
T,36.929904000,-88.348879000,312.4,221.336,16.50,,
T,36.930821000,-88.350138000,312.3,221.487,151.45,,
T,36.931802000,-88.351366000,315.0,221.642,154.34,,
T,36.931853000,-88.351425000,317.2,221.649,7.72,,
T,36.932283000,-88.351955000,315.4,221.716,67.13,,
T,36.933382000,-88.353303000,315.6,221.888,171.16,,
T,36.934535000,-88.354708000,315.8,222.067,179.00,,
T,36.935163000,-88.355415000,318.0,222.161,93.94,,
T,36.935664000,-88.355932000,320.5,222.233,72.20,,
T,36.937981000,-88.358136000,322.8,222.556,323.52,,
T,36.940830000,-88.360836000,322.9,222.954,397.26,,
T,36.941590000,-88.361560000,322.7,223.060,106.17,,
T,36.942056000,-88.361987000,323.8,223.124,64.20,,
T,36.942136000,-88.362060000,323.9,223.135,11.00,,
T,36.942739000,-88.362551000,326.9,223.215,79.94,,
T,36.942971000,-88.362719000,329.9,223.245,29.78,,
T,36.943870000,-88.363369000,330.0,223.360,115.35,,
T,36.944520000,-88.363847000,329.6,223.444,83.76,,
T,36.944749000,-88.364016000,329.5,223.473,29.54,,
T,36.945066000,-88.364249000,329.6,223.514,40.85,,
T,36.946574000,-88.365471000,327.1,223.714,199.64,,
T,36.946731000,-88.365594000,327.9,223.734,20.58,,
T,36.949263000,-88.367667000,326.8,224.071,336.23,,
T,36.949397000,-88.367764000,330.0,224.088,17.20,,
T,36.950553000,-88.368552000,331.4,224.234,146.23,,
T,36.952881000,-88.370123000,331.7,224.528,293.81,,
T,36.953641000,-88.370636000,331.7,224.624,95.92,,
T,36.954898000,-88.371486000,331.6,224.783,158.72,,
T,36.955696000,-88.372070000,329.7,224.885,102.70,,
T,36.955991000,-88.372291000,329.1,224.923,38.20,,
T,36.956774000,-88.372949000,326.1,225.028,104.81,,
T,36.957794000,-88.373938000,322.2,225.172,143.43,,
T,36.958746000,-88.374841000,322.8,225.304,132.78,,
T,36.959298000,-88.375290000,327.0,225.378,73.16,,
T,36.960029000,-88.375841000,328.9,225.472,94.81,,
T,36.960571000,-88.376258000,328.4,225.543,70.69,,
T,36.961182000,-88.376739000,327.8,225.623,80.20,,
T,36.961407000,-88.376932000,325.6,225.654,30.31,,
T,36.961589000,-88.377120000,320.5,225.680,26.23,,
T,36.961741000,-88.377304000,316.0,225.703,23.52,,
T,36.961882000,-88.377506000,311.1,225.727,23.84,,
T,36.962418000,-88.378502000,304.0,225.834,106.80,,
T,36.963066000,-88.379452000,310.5,225.945,111.04,,
T,36.964725000,-88.381393000,316.9,226.198,252.54,,
T,36.965024000,-88.381741000,317.1,226.243,45.40,,
T,36.965372000,-88.382146000,317.1,226.296,52.84,,
T,36.965441000,-88.382225000,317.5,226.306,10.40,,
T,36.965948000,-88.382815000,317.1,226.383,76.98,,
T,36.966677000,-88.383785000,313.2,226.502,118.35,,
T,36.967994000,-88.385569000,312.7,226.717,215.87,,
T,36.968637000,-88.386541000,309.6,226.830,112.18,,
T,36.969233000,-88.387551000,306.4,226.941,111.64,,
T,36.970027000,-88.389140000,302.0,227.108,166.69,,
T,36.970891000,-88.390937000,301.0,227.294,186.54,,
T,36.971300000,-88.391807000,300.5,227.384,89.79,,
T,36.971648000,-88.392645000,297.5,227.468,84.02,,
T,36.971752000,-88.392963000,292.3,227.499,30.58,,
T,36.971841000,-88.393268000,290.1,227.528,28.90,,
T,36.971986000,-88.393813000,288.4,227.579,51.13,,
T,36.972198000,-88.394679000,287.0,227.660,80.62,,
T,36.972627000,-88.396341000,287.9,227.815,155.46,,
T,36.972677000,-88.396540000,287.5,227.834,18.57,,
T,36.972800000,-88.397033000,287.3,227.880,45.97,,
T,36.972877000,-88.397399000,284.8,227.913,33.69,,
T,36.973198000,-88.398667000,287.6,228.032,118.39,,
T,36.973409000,-88.399512000,287.4,228.110,78.80,,
T,36.973508000,-88.400053000,282.9,228.160,49.41,,
T,36.973513000,-88.400591000,270.7,228.208,47.91,,
T,36.973399000,-88.401339000,259.2,228.276,67.79,,
T,36.973361000,-88.401557000,257.7,228.295,19.86,,
T,36.972984000,-88.403676000,257.4,228.489,193.26,,
T,36.972606000,-88.405820000,257.6,228.684,195.46,,
T,36.972104000,-88.408674000,257.6,228.944,260.17,,
T,36.971773000,-88.410533000,257.4,229.114,169.56,,
T,36.971411000,-88.412664000,258.0,229.308,193.96,,
T,36.971358000,-88.412952000,257.0,229.334,26.31,,
T,36.970923000,-88.415342000,257.2,229.552,218.22,,
T,36.970759000,-88.416055000,253.9,229.618,66.05,,
T,36.970545000,-88.416774000,249.6,229.687,68.29,,
T,36.969865000,-88.418722000,246.4,229.876,189.17,,
T,36.969484000,-88.420134000,251.3,230.008,132.65,,
T,36.968537000,-88.424993000,256.3,230.454,445.26,,
T,36.968506000,-88.425151000,256.2,230.468,14.48,,
T,36.967674000,-88.429561000,256.7,230.872,403.41,,
T,36.967184000,-88.433223000,260.5,231.202,330.60,,
T,36.967094000,-88.433751000,258.0,231.250,48.07,,
T,36.966233000,-88.437362000,253.4,231.586,335.46,,
T,36.966119000,-88.438185000,260.2,231.660,74.37,,
T,36.966093000,-88.438795000,266.9,231.715,54.40,,
T,36.966135000,-88.439704000,273.3,231.796,81.08,,
T,36.966303000,-88.441692000,276.0,231.974,178.01,,
T,36.966682000,-88.446125000,276.1,232.371,397.00,,
T,36.967092000,-88.450914000,276.1,232.800,428.88,,
T,36.967265000,-88.451941000,281.9,232.893,93.45,,
T,36.967963000,-88.455246000,284.8,233.197,304.33,,
T,36.968035000,-88.455609000,283.9,233.231,33.30,,
T,36.968387000,-88.457033000,287.2,233.363,132.69,,
T,36.968761000,-88.458099000,293.7,233.467,103.60,,
T,36.968992000,-88.458677000,296.6,233.524,57.50,,
T,36.969548000,-88.460063000,296.7,233.662,137.98,,
T,36.971254000,-88.463705000,300.4,234.038,375.53,,
T,36.972795000,-88.466995000,300.4,234.377,339.22,,
T,36.972821000,-88.467051000,300.2,234.383,5.76,,
T,36.973716000,-88.468955000,300.5,234.579,196.49,,
T,36.975140000,-88.472139000,299.2,234.904,324.58,,
T,36.975504000,-88.472966000,298.9,234.988,83.99,,
T,36.975976000,-88.474067000,298.2,235.099,111.15,,
T,36.976705000,-88.475820000,297.5,235.275,175.81,,
T,36.976769000,-88.475973000,297.6,235.290,15.36,,
T,36.976991000,-88.476492000,298.2,235.343,52.37,,
T,36.977235000,-88.477003000,300.9,235.396,52.95,,
T,36.977494000,-88.477498000,303.2,235.448,52.62,,
T,36.977794000,-88.478049000,304.3,235.507,59.29,,
T,36.978448000,-88.479258000,304.1,235.637,129.83,,
T,36.978655000,-88.479637000,304.4,235.678,40.82,,
T,36.978743000,-88.479798000,304.4,235.695,17.35,,
T,36.979114000,-88.480488000,303.9,235.769,73.96,,
T,36.979242000,-88.480744000,302.0,235.796,26.86,,
T,36.979438000,-88.481164000,300.3,235.840,43.26,,
T,36.980505000,-88.483695000,297.8,236.094,254.56,,
T,36.980505000,-88.483695000,297.8,236.094,0.00,,
T,36.980805000,-88.484405000,297.9,236.166,71.45,,
T,36.981025000,-88.484896000,299.3,236.216,50.07,,
T,36.981083000,-88.485061000,293.8,236.232,16.04,,
T,36.981817000,-88.486847000,297.2,236.410,178.66,,
T,36.982444000,-88.488398000,296.8,236.565,154.63,,
T,36.983758000,-88.491588000,297.3,236.884,319.26,,
T,36.984029000,-88.492256000,296.9,236.951,66.64,,
T,36.984249000,-88.492833000,295.5,237.008,56.88,,
T,36.984460000,-88.493419000,294.3,237.065,57.19,,
T,36.985259000,-88.495769000,293.1,237.292,227.23,,
T,36.985550000,-88.496597000,293.7,237.373,80.48,,
T,36.985706000,-88.497088000,291.7,237.420,47.02,,
T,36.986270000,-88.498754000,293.0,237.581,160.99,,
T,36.986573000,-88.499654000,292.9,237.668,86.89,,
T,36.986857000,-88.500485000,293.2,237.748,80.42,,
T,36.987046000,-88.501066000,292.2,237.804,55.82,,
T,36.987502000,-88.502393000,293.3,237.932,128.52,,
T,36.987655000,-88.502792000,295.6,237.972,39.37,,
T,36.987693000,-88.502880000,298.4,237.981,8.90,,
T,36.987788000,-88.503097000,298.7,238.003,22.01,,
T,36.987822000,-88.503174000,298.9,238.010,7.82,,
T,36.987981000,-88.503410000,310.1,238.038,27.44,,
T,36.988081000,-88.503578000,306.7,238.056,18.62,,
T,36.988295000,-88.503889000,310.7,238.093,36.48,,
T,36.988527000,-88.504173000,315.6,238.129,36.09,,
T,36.988747000,-88.504401000,320.4,238.161,31.75,,
T,36.988844000,-88.504487000,324.7,238.174,13.21,,
T,36.989060000,-88.504676000,325.1,238.203,29.29,,
T,36.989364000,-88.504895000,330.1,238.242,38.97,,
T,36.989524000,-88.504991000,334.4,238.262,19.71,,
T,36.989689000,-88.505078000,337.2,238.282,19.88,,
T,36.990044000,-88.505232000,340.9,238.324,41.71,,
T,36.990191000,-88.505285000,343.9,238.340,16.98,,
T,36.990525000,-88.505380000,347.2,238.379,38.02,,
T,36.990863000,-88.505442000,351.7,238.416,37.91,,
T,36.992820000,-88.505660000,354.9,238.634,218.05,,
T,36.993500000,-88.505738000,354.8,238.710,75.78,,
T,36.993725000,-88.505761000,355.3,238.735,25.05,,
T,36.994472000,-88.505857000,354.1,238.819,83.34,,
T,36.995058000,-88.505921000,355.0,238.884,65.28,,
T,36.995120000,-88.505928000,354.8,238.891,6.91,,
T,36.996023000,-88.506020000,355.3,238.991,100.55,,
T,36.996187000,-88.506026000,358.3,239.010,18.21,,
T,36.998470000,-88.506270000,355.1,239.264,254.29,,
T,37.000286000,-88.506495000,354.3,239.466,202.53,,
T,37.001866000,-88.506668000,355.0,239.642,176.02,,
T,37.002297000,-88.506686000,358.1,239.690,47.86,,
T,37.002952000,-88.506780000,353.5,239.763,73.17,,
T,37.003376000,-88.506856000,351.9,239.811,47.54,,
T,37.003789000,-88.506938000,351.0,239.857,46.41,,
T,37.004305000,-88.507058000,349.5,239.916,58.25,,
T,37.007199000,-88.507773000,348.8,240.243,327.41,,
T,37.008165000,-88.508017000,348.6,240.352,109.38,,
T,37.008300000,-88.508058000,346.4,240.368,15.42,,
T,37.008437000,-88.508080000,352.7,240.383,15.33,,
T,37.008923000,-88.508220000,347.0,240.439,55.36,,
T,37.009068000,-88.508269000,344.9,240.455,16.67,,
T,37.009308000,-88.508341000,346.5,240.483,27.39,,
T,37.009462000,-88.508389000,346.0,240.500,17.62,,
T,37.009541000,-88.509002000,279.2,240.556,55.26,,
T,37.009563000,-88.509173000,279.2,240.571,15.41,,
T,37.009614000,-88.509548000,279.7,240.605,33.85,,
T,37.009757000,-88.510639000,279.3,240.703,98.39,,
T,37.009782000,-88.510819000,279.9,240.719,16.26,,
T,37.009902000,-88.511755000,279.1,240.804,84.36,,
T,37.009949000,-88.512103000,279.6,240.835,31.41,,
T,37.009983000,-88.512320000,281.1,240.855,19.68,,
T,37.010059000,-88.512866000,279.9,240.904,49.32,,
T,37.010089000,-88.513119000,278.4,240.927,22.76,,
T,37.010183000,-88.513638000,282.8,240.974,47.35,,
T,37.010283000,-88.514157000,283.6,241.022,47.51,,
T,37.010338000,-88.514415000,284.9,241.046,23.76,,
T,37.010397000,-88.514672000,286.0,241.069,23.79,,
T,37.010458000,-88.514927000,286.7,241.093,23.68,,
T,37.010521000,-88.515183000,287.1,241.117,23.83,,
T,37.010587000,-88.515440000,287.8,241.141,24.02,,
T,37.010656000,-88.515696000,288.7,241.165,24.04,,
T,37.010728000,-88.515952000,289.4,241.189,24.14,,
T,37.010803000,-88.516206000,290.3,241.213,24.09,,
T,37.010881000,-88.516459000,291.1,241.237,24.12,,
T,37.010968000,-88.516714000,293.1,241.262,24.66,,
T,37.011052000,-88.516964000,292.8,241.286,24.12,,
T,37.011138000,-88.517211000,293.6,241.310,23.97,,
T,37.011227000,-88.517458000,294.3,241.334,24.10,,
T,37.011320000,-88.517704000,295.3,241.358,24.20,,
T,37.011416000,-88.517951000,296.0,241.383,24.43,,
T,37.011505000,-88.518193000,294.7,241.406,23.69,,
T,37.011606000,-88.518437000,297.4,241.431,24.44,,
T,37.011710000,-88.518679000,298.3,241.455,24.44,,
T,37.011817000,-88.518919000,299.2,241.480,24.44,,
T,37.011884000,-88.519064000,300.1,241.495,14.89,,
T,37.011926000,-88.519155000,300.0,241.504,9.34,,
T,37.012038000,-88.519390000,300.8,241.528,24.33,,
T,37.012152000,-88.519622000,301.6,241.553,24.22,,
T,37.012197000,-88.519711000,302.3,241.562,9.36,,
T,37.012268000,-88.519854000,301.9,241.577,14.97,,
T,37.012317000,-88.519949000,302.9,241.587,10.05,,
T,37.012386000,-88.520083000,302.8,241.601,14.17,,
T,37.012488000,-88.520273000,303.9,241.621,20.35,,
T,37.012636000,-88.520539000,304.9,241.650,28.81,,
T,37.012742000,-88.520719000,306.4,241.670,19.87,,
T,37.013034000,-88.521216000,306.3,241.725,54.83,,
T,37.013128000,-88.521370000,307.4,241.742,17.22,,
T,37.013306000,-88.521655000,308.0,241.774,32.15,,
T,37.013446000,-88.521870000,309.2,241.799,24.65,,
T,37.013590000,-88.522080000,310.7,241.824,24.59,,
T,37.013736000,-88.522288000,311.3,241.848,24.60,,
T,37.013884000,-88.522494000,312.0,241.873,24.61,,
T,37.014033000,-88.522696000,312.7,241.897,24.43,,
T,37.014154000,-88.522856000,313.4,241.917,19.57,,
T,37.014337000,-88.523094000,313.9,241.946,29.34,,
T,37.014491000,-88.523290000,314.5,241.971,24.42,,
T,37.014648000,-88.523483000,315.5,241.995,24.47,,
T,37.014808000,-88.523673000,316.5,242.020,24.52,,
T,37.014970000,-88.523862000,317.0,242.044,24.62,,
T,37.015135000,-88.524049000,317.9,242.069,24.74,,
T,37.015143000,-88.524057000,321.4,242.070,1.14,,
T,37.015305000,-88.524232000,319.2,242.094,23.79,,
T,37.015477000,-88.524413000,320.0,242.119,24.98,,
T,37.015651000,-88.524593000,320.4,242.144,25.09,,
T,37.015826000,-88.524770000,321.1,242.169,25.01,,
T,37.016005000,-88.524943000,322.3,242.194,25.13,,
T,37.016187000,-88.525114000,323.1,242.219,25.29,,
T,37.016370000,-88.525282000,323.8,242.245,25.22,,
T,37.016555000,-88.525447000,324.5,242.270,25.24,,
T,37.016702000,-88.525573000,325.6,242.290,19.80,,
T,37.016741000,-88.525607000,325.2,242.295,5.28,,
T,37.016798000,-88.525655000,326.1,242.303,7.63,,
T,37.016929000,-88.525765000,326.2,242.320,17.53,,
T,37.017121000,-88.525918000,327.5,242.345,25.29,,
T,37.017409000,-88.526140000,328.4,242.383,37.57,,
T,37.017704000,-88.526365000,328.7,242.421,38.38,,
T,37.017903000,-88.526511000,329.6,242.447,25.62,,
T,37.018111000,-88.526657000,330.7,242.473,26.49,,
T,37.018316000,-88.526794000,331.9,242.499,25.81,,
T,37.018524000,-88.526927000,333.0,242.525,25.94,,
T,37.018731000,-88.527055000,333.7,242.551,25.64,,
T,37.018938000,-88.527176000,335.0,242.576,25.37,,
T,37.019114000,-88.527276000,335.6,242.598,21.46,,
T,37.019148000,-88.527296000,334.8,242.602,4.17,,
T,37.019572000,-88.527523000,336.9,242.653,51.21,,
T,37.019646000,-88.527560000,338.2,242.662,8.85,,
T,37.019785000,-88.527631000,337.8,242.679,16.67,,
T,37.020211000,-88.527839000,338.7,242.729,50.77,,
T,37.020423000,-88.527944000,338.4,242.755,25.31,,
T,37.020637000,-88.528048000,338.8,242.780,25.49,,
T,37.021926000,-88.528688000,338.4,242.934,153.97,,
T,37.022089000,-88.528769000,338.4,242.954,19.47,,
T,37.024698000,-88.530084000,338.1,243.266,312.29,,
T,37.025022000,-88.530247000,338.1,243.305,38.77,,
T,37.025676000,-88.530566000,338.7,243.383,77.93,,
T,37.026382000,-88.530902000,339.2,243.466,83.86,,
T,37.027520000,-88.531455000,338.8,243.602,135.54,,
T,37.027822000,-88.531604000,338.5,243.638,36.04,,
T,37.027822000,-88.531604000,338.5,243.638,0.00,,
T,37.028180000,-88.531780000,338.6,243.681,42.71,,
T,37.028281000,-88.531830000,338.4,243.693,12.06,,
T,37.029110000,-88.532243000,338.3,243.792,99.07,,
T,37.029755000,-88.532559000,338.6,243.869,76.91,,
T,37.030186000,-88.532764000,339.2,243.920,51.19,,
T,37.030765000,-88.533039000,339.2,243.989,68.76,,
T,37.031413000,-88.533354000,338.8,244.066,77.18,,
T,37.032328000,-88.533793000,339.0,244.175,108.80,,
T,37.032534000,-88.533875000,342.4,244.199,24.00,,
T,37.032722000,-88.533934000,345.9,244.220,21.51,,
